固定資産コード,固定資産補助コード,名称,減価償却資産区分,資産種類コード,資産種類名,勘定科目コード,勘定科目名,口座コード,口座名,部門コード,部門名,資産グループコード,資産グループ名,製造原価割合,販管費割合,営業外費割合,原価区分(一括償却),数量,数量の単位,所在地郵便番号,所在地住所,取得年月日,使用開始日,取得価額,購入先コード,購入先名,使用目的,少額資産の特例,保険種目,保険証券番号,保険金額,保守契約番号,保守契約定期点検,処分区分,処分年月日,売却先コード,売却先名,売却価額,処分見込価額,処分時帳簿価額,貸与先コード,貸与先名,貸与年月日,回収予定日,購入時証憑書番号,購入時課税区分,購入時消費税等,購入時消費税率,購入時元帳摘要,支払予定日,処分時証憑書番号,処分時課税区分,処分時消費税等,処分時消費税率,処分時元帳摘要,管理情報項目１,管理情報項目２,管理情報項目３,管理情報項目４,管理情報項目５,管理情報項目６,管理情報項目７,管理情報項目８,管理情報項目９,管理情報項目１０,管理情報項目１１,管理情報項目１２,管理情報項目１３,管理情報項目１４,管理情報項目１５,管理情報項目１６,管理情報項目１７,管理情報項目１８,管理情報項目１９,管理情報項目２０,備考１,備考２,構造・用途,細目,償却方法コード,償却方法名,耐用年数,耐用年数(月数),償却率,償却期間(分子),償却期間(分母),残存割合(生物用),残存簿価,自社償却方法コード,自社償却方法名,自社取得価額,自社償却基礎金額,自社調整前償却額,自社償却保証額,自社保証率,自社改定取得価額,自社改定償却率,自社耐用年数,自社耐用年数(月数),自社償却率,自社償却期間(分子),自社償却期間(分母),自社残存割合,自社償却可能限度額率,自社残存簿価,自社取得価額(翌期),自社耐用年数(翌期),自社償却率(翌期),自社残存割合(翌期),摘要表示方法,摘要表示内容,期首帳簿価額,前期繰越超過額,前期繰越不足額,償却の基礎金額,調整前償却額,償却保証額,保証率,改定取得価額,改定償却率,増加償却割増率,増加償却額,普通償却限度額,特別償却区分,特別償却限度額,償却限度額合計,減価償却実施額,減損損失額,当期償却額,償却実施額(製造原価),償却実施額(販管費),償却実施額(営業外費),償却累計額,期末帳簿価額,圧縮損計上,積立金計上,期首積立金,積立金取崩,期末積立金,認容償却不足,認容積立金取崩,次期繰越超過額,次期繰越不足額,償却資産申告区分コード,償却資産申告区分,申告先市町村コード,申告先市町村名,償却資産申告用資産種類,償却資産申告用耐用年数
87,0,ﾏｯｽﾙｽｰﾂ　3B032　　　農林023　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
88,0,ﾏｯｽﾙｽｰﾂ　3B033　　　農林024　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
89,0,ﾏｯｽﾙｽｰﾂ　3B034　　　農林025　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
90,0,ﾏｯｽﾙｽｰﾂ　3B035　　　農林026　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
91,0,ﾏｯｽﾙｽｰﾂ　3B036　　　農林027　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
92,0,ﾏｯｽﾙｽｰﾂ　3B037　　　農林028　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
93,0,ﾏｯｽﾙｽｰﾂ　3B038　　　農林029　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
94,0,ﾏｯｽﾙｽｰﾂ　3B039　　　農林030　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
95,0,ﾏｯｽﾙｽｰﾂ　3B041　　　農林031　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
96,0,ﾏｯｽﾙｽｰﾂ　3B042　　　農林032　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
97,0,ﾏｯｽﾙｽｰﾂ　3B043　　　農林033　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
98,0,ﾏｯｽﾙｽｰﾂ　3B044　　　農林034　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
99,0,ﾏｯｽﾙｽｰﾂ　3B045　　　農林035　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
100,0,ﾏｯｽﾙｽｰﾂ　3B046　　　農林036　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
101,0,ﾏｯｽﾙｽｰﾂ　3B047　　　農林037　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
102,0,ﾏｯｽﾙｽｰﾂ　3B048　　　農林038　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
103,0,ﾏｯｽﾙｽｰﾂ　3B049　　　農林039　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
104,0,ﾏｯｽﾙｽｰﾂ　3B050　　　農林040　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
105,0,ﾏｯｽﾙｽｰﾂ　3B051　　　農林041　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
106,0,ﾏｯｽﾙｽｰﾂ　3B052　　　農林042　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
107,0,ﾏｯｽﾙｽｰﾂ　3B053　　　農林043　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
108,0,ﾏｯｽﾙｽｰﾂ　3B054　　　農林044　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
109,0,ﾏｯｽﾙｽｰﾂ　3B055　　　農林045　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
111,0,ﾏｯｽﾙｽｰﾂ　C003　　　　農林047　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
112,0,ﾏｯｽﾙｽｰﾂ　C004　　　　農林048 　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
113,0,ﾏｯｽﾙｽｰﾂ　C005　　　　農林049 　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
114,0,ﾏｯｽﾙｽｰﾂ　C006　　　　農林050 　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
115,0,ﾏｯｽﾙｽｰﾂ　C007　　　　農林051 　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
116,0,ﾏｯｽﾙｽｰﾂ　C008　　　　農林052　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,,,1,工具器具備品,0,100,0,,1,,,,2015/3/30,2015/3/30,457600,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,,,,,,,,,,,,,,,,,,,,,,当期のみ,,56622,,,56622,11324,29981,0.06552,75495,0.25,,,18873,,,18873,18873,0,18873,0,18873,0,419851,37749,305067,,,,,0,0,0,0,1,申告対象,7212,南相馬市,工具、器具及び備品,10
119,0,ﾏｯｽﾙｽｰﾂ1　A15-031AA 2015-6-F-001　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84935,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
120,0,ﾏｯｽﾙｽｰﾂ2　A15-031AA 2015-6-F-002　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84935,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
121,0,ﾏｯｽﾙｽｰﾂ3　A15-031AA 2015-6-F-003　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84935,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
122,0,ﾏｯｽﾙｽｰﾂ4　A15-031AA 2015-6-F-004　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84935,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
123,0,ﾏｯｽﾙｽｰﾂ5　A15-031AA 2015-6-F-005　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84935,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
125,0,ﾏｯｽﾙｽｰﾂ7　A15-031AA 2015-6-F-007　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
126,0,ﾏｯｽﾙｽｰﾂ8　A15-031AA 2015-6-F-008　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
127,0,ﾏｯｽﾙｽｰﾂ9　A15-031AA 2015-6-F-009　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
128,0,ﾏｯｽﾙｽｰﾂ10　A15-031AA 2015-6-F-010　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,1,,,,,次期以降継続,商品転用,78400,67948,,146348,29269,22932,0.06552,,,,,12195,,,12195,6533,0,6533,6533,0,0,278133,0,,,,,,67948,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
129,0,ﾏｯｽﾙｽｰﾂ11　A15-031AA 2015-6-L-001　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
